"MAT_ALU_MATRICULA","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_TUR_ANO","MAT_TUR_PERIODO","MAT_MEDIA_FINAL"
"897b985ddb748d1272a87ea7b9579de6",1411180,"Laboratório de Programação I",2016,1,9.6
"f9770db3c02865f627652bcfd473bbca",1411180,"Laboratório de Programação I",2016,1,9.7
"d38c55d6d956d6ad3e59c6151d9ae675",1411180,"Laboratório de Programação I",2016,1,3.3
"c87f2c740d6e68c90fdc5ca3aa70b286",1411167,"Programação I",2016,1,9.2
"f7c534cfa381955da4d3f348890671bf",1411167,"Programação I",2016,1,7.1
"2de2953c96776c5ee0cecea28695900e",1411167,"Programação I",2016,1,9.1
"be3d7396147ecf6ba7c37cc1fffb68e6",1411167,"Programação I",2016,1,7.3
"4fff9013eb5f0c13c0ee43a797ba6efa",1411167,"Programação I",2016,1,9.7
"7003af7ab17f31c58114e7bd00c5f83f",1411167,"Programação I",2016,1,9.3
"a5564c9bc241f625b4bd3934d49bb1ba",1411180,"Laboratório de Programação I",2016,1,NA
"1a807001a5d2fdf97f4cc612d8f7842d",1411180,"Laboratório de Programação I",2016,1,NA
"73bc401e5a64483212fbbb144417b729",1411180,"Laboratório de Programação I",2016,1,9
"b8327173cfd1336fd6deec7ac29f13bc",1411180,"Laboratório de Programação I",2016,1,8.3
"d38c55d6d956d6ad3e59c6151d9ae675",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,0
"d44298e502ccea7844576b5116c0d22b",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,0.3
"b8327173cfd1336fd6deec7ac29f13bc",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,0.3
"e12a833c1c9e8b1e3b157893bb395779",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.5
"3a31536d55172974132b606b31430046",1411180,"Laboratório de Programação I",2016,1,8.7
"3a31536d55172974132b606b31430046",1109103,"Cálculo Diferencial e Integral I",2016,1,7.5
"c87f2c740d6e68c90fdc5ca3aa70b286",1411180,"Laboratório de Programação I",2016,1,9.2
"897b985ddb748d1272a87ea7b9579de6",1411167,"Programação I",2016,1,9.6
"2cfdd451464e47be9ff88052b5a2170d",1411167,"Programação I",2016,1,6.5
"be2aa86679aba15822f7d7518cee1cbe",1411167,"Programação I",2016,1,5.8
"f9770db3c02865f627652bcfd473bbca",1411167,"Programação I",2016,1,9.7
"5e53132523ce61a0135d38fd1205482e",1411167,"Programação I",2016,1,NA
"39a034810d6732974c743d67b935debe",1411167,"Programação I",2016,1,8.9
"6d77b09bab450c6c6785befc04e0c21f",1411167,"Programação I",2016,1,2.9
